pid,period,y,x1,x2,x3,z
1,1,-0.2715393988475734,0.1379130246938041,-0.1684096825023306,0.8838774562714752,-1.244832280030362
1,2,1.683088022492297,-0.5666252104070473,0.150843601862852,0.5489202153023705,-0.1471482267284049
1,3,3.806178860303848,0.400500396309467,1.476902074844289,1.514700261690409,1.88254769124414
1,4,1.966580898243212,-0.3752400400426497,0.8607026508296536,0.8318611820661812,0.1505934438122262
2,1,3.923940982091547,1.353688390364538,-0.5065083983088788,1.547074126555203,1.106115790665983
2,2,1.36067921398034,0.5880176809768389,-1.237239285539568,0.7518830755982415,0.6762098287681142
2,3,0.1806196294810389,-0.8753912415114236,0.6373746549076476,0.08721257483582187,0.2792235410134759
2,4,1.626082078521912,-0.3142812007008346,0.2644269088030117,-0.386101161783536,0.8808312708009255
3,1,4.837944067527095,-0.05561765574409819,-0.6380952745661379,-1.116812840195444,0.1409885644110913
3,2,3.598102485533517,-0.5722211875837987,0.102380253126572,1.119685139558201,-0.6817088312280525
3,3,0.500116335805548,0.7271506131766886,-1.86219707489893,-1.286646132619972,-0.6858990538645
3,4,2.898164988203672,0.77424083708013,-0.283177347854199,-0.1773746783182651,-1.539741068796156
4,1,-1.158727551364979,0.557142932653516,-0.5134347493116167,0.4922171177463955,-1.525930888809792
4,2,-1.135540329421412,0.7437599723910113,-0.3116290973191214,0.4449548157965129,-0.5817581206703255
4,3,-0.6256705425831086,1.363113560185657,0.08865168327138051,-0.3821655535870255,0.5129020587532529
4,4,0.2079704599906576,-0.3978040675993433,-1.048659540142954,1.481258275287793,-1.345467736207648
5,1,-0.9590732030753268,-0.4765630088291014,0.2073004126695173,0.02558148407375553,0.7410148294225354
5,2,-2.875293221485546,1.558813378270963,-1.458664544736133,-1.530147132926594,-0.043053299556785
5,3,-1.608938437226129,-1.107130754610165,-0.3949583922581472,0.1930717229492038,-1.037188512226305
5,4,-3.173764001640786,1.098149167949514,-0.843361289194006,0.01095770909098144,-0.6856477631285861
6,1,1.807905487552379,-0.9724363285955914,-1.558647408807618,0.6132413619286319,0.4734511388923413
6,2,1.782097653197177,-0.2812104778045664,1.015565237881711,-0.05784365647564456,1.198288875166516
6,3,1.370700744884178,-0.2805459301173992,1.400147950348934,-0.7896631570017918,-0.7248225079939749
6,4,1.075519207349802,-2.680094534755252,0.123718575238982,-0.1205268670202125,-1.123682216206767
7,1,-0.7102655491703824,1.059431688375166,-1.095858068473538,-0.2176267494926536,0.4689590768030679
7,2,0.6010505198956817,-1.396596433026149,-0.102019864856252,-0.2834715698177699,1.521066103274324
